,smiles,ESOL,group
1049,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,training
1050,CCCC=O,-0.01,training
1051,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,training
1052,CCCC,-2.57,training
1053,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,training
1056,CC(C)CO,0.1,training
1061,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,training
1062,CCCc1ccccc1,-3.37,training
1063,FC(F)(Cl)C(F)(F)Cl,-2.74,training
1064,CC=CC=O,0.32,training
1065,CN(C)C(=O)N(C)C,0.94,training
1066,Cc1cc(C)c(C)cc1C,-4.59,training
1067,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,training
1068,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,training
1069,O=C(Nc1ccccc1)c1ccccc1O,-3.59,training
1070,C=C(Cl)CSC(=S)N(CC)CC,-3.39,training
1071,CCCl,-1.06,training
1072,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,training
1073,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,training
1074,C/C=C\CC,-2.54,training
1076,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.9819999999999998,training
1077,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,training
1078,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,training
1079,O=C(c1ccccc1)c1ccccc1,-3.12,training
1080,CCCCCCCCCCCCCCCCCCCC,-8.172,training
1081,c1ccc(NNc2ccccc2)cc1,-2.92,training
1082,CCC(CC)CO,-1.17,training
1083,Oc1ccncc1,1.02,training
1085,CC1CCCC1,-3.3,training
1086,CC(C)CC(C)O,-0.8,training
1087,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,training
1089,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,training
1090,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,training
1091,C=CC,-1.08,training
1092,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.9530000000000003,training
1093,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,training
1094,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,training
1095,CCCCCCC(C)O,-2.09,training
1096,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,training
1098,O=C1NC(=O)C(=O)N1,-0.4,training
1099,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,training
1100,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,training
1101,CC(=O)OCC(C)C,-1.21,training
1102,CC(C)C(C)(C)C,-4.36,training
1103,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,training
1105,Cc1cccc([N+](=O)[O-])c1,-2.44,training
1106,FC(F)(F)C(Cl)Br,-1.71,training
1107,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,training
1109,CCC(C)C,-3.18,training
