,smiles,Mutagenicity,group
4244,CCS(=O)CCSP(=O)(OC)OC,1,training
4245,COP(=S)(OC)SCC(=O)N(C)C=O,0,training
4246,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0,training
4248,COP(=S)(OC)Oc1ccc(N)c(C)c1,1,training
4249,CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
4250,COc1ccc(C=O)cc1,0,training
4251,c1cc2ccc3ccnc4ccc(c1)c2c34,1,training
4252,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0,training
4253,Cc1cnc2ccccc2c1,1,training
4254,COc1cc(N=Nc2ccccc2)ccc1N,1,training
4255,O=[N+]([O-])C(Br)(CO)CO,0,training
4257,CCc1ccccc1O,0,training
4260,C1COC1,1,training
4261,CCN(CC)CCNc1ccc(COC(=O)c2ccco2)c2sc3ccccc3c(=O)c12,1,training
4262,C=C(Cl)CCl,1,training
4263,COCC1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,1,training
4264,C[C@@H](CCN(C)C)N(C)C,0,training
4265,O=C(O)CCC(=O)Nc1cc(Cl)cc(Cl)c1,0,training
4266,Cc1cc(Cl)ccc1/N=C/N(C)C,0,training
4267,Cc1c(N=O)cccc1[N+](=O)[O-],0,training
4268,Nc1n[nH]c(N)n1,0,training
4269,Nc1ccc2cc3ccccc3nc2c1,1,training
4270,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1,training
4271,Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccc(-c2ccccc2)cc1,0,training
4272,CCCCCCCCCC,0,training
4273,CN(C)CCCNc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,1,training
4274,COc1cc(N[C@H](C)CCCN)c2ncccc2c1,1,training
4275,O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,1,training
4276,NCCNCCNCCNCCNCCN,1,training
4277,O=C1CCCCCO1,0,training
4279,Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2,1,training
4280,O=Nc1cc2c(cc1O)OCO2,1,training
4281,NC(=S)Nc1ccccc1,0,training
4282,NCc1ccc(CN)cc1,0,training
4283,CCCCC/C(C=O)=C/c1ccccc1,0,training
4285,Fc1cccc2c3c(ccc12)-c1cccc2cccc-3c12,1,training
4287,Cc1cccc(C)c1Nc1cc(Cl)nc(SCC(=O)NCCO)n1,0,training
4288,C=CCc1ccc(O)c(O)c1,1,training
4289,CC(C)OC(=O)CCl,0,training
4291,Oc1ccccc1,0,training
4293,OCC(CO)(CBr)CBr,1,training
4294,Nc1nc2ccc([N+](=O)[O-])cc2s1,1,training
4296,N#Cc1ccc(CO)cc1,0,training
4301,C=C(C)[C@@H]1CC=C(C)C(=O)C1,0,training
4302,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,0,training
4303,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,1,training
4304,Fc1cnc2c(ccc3ccccc32)c1,0,training
4305,CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
4306,CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C,1,training
4308,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,training
4309,COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(C(=O)N4C)C(O)C21O,0,training
4310,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0,training
4311,Nc1nnc(S)s1,0,training
4313,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0,training
4314,OC(O)C(Cl)(Cl)Cl,1,training
4315,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0,training
4316,CC(=O)CN(CC(C)=O)N=O,1,training
4317,O=C(CCl)Nc1snc2ccc(Cl)cc12,1,training
4318,Cn1ccnc1S,0,training
4319,OCC#CCO,0,training
4320,O=Nc1ccc2ccc3cccc4ccc1c2c34,1,training
4321,Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,0,training
4322,CCN(C)N=O,1,training
4323,C(CCOC[C@H]1CO1)COC[C@H]1CO1,1,training
4324,COc1nsc2ccc(OCC3CO3)cc12,1,training
4325,CCCC(=O)Nc1snc2ccc(Cl)cc12,0,training
4327,C=CCc1cc(OC)c2c(c1)OCO2,0,training
4328,Nc1ccccc1SCSc1ccccc1N,1,training
4329,CN(N=O)c1ccccn1,1,training
4330,NCCCNCCCCN(CCCN)N(O)N=O,1,training
4332,CCOCOCC,0,training
4333,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,0,training
4334,CC(C)(C)N(CCO)CCO,0,training
4335,COc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,training
4336,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0,training
4337,CCc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,1,training
4338,CCC1(c2ccccc2)C(=O)NCNC1=O,1,training
4340,C[C@H]1CCCN(N=O)C1,1,training
4341,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0,training
4342,CCOC(C)(C)C,0,training
4344,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,0,training
4347,Cc1ccccc1NO,1,training
4348,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,training
4350,O=c1cc2c3cc4ccccc4cc3c3cccc(c3-2)c1=O,1,training
4351,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,0,training
4352,CCC(C)(C)C,0,training
4353,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1,training
4355,CC(C)COC(=O)c1ccccc1N,0,training
4356,COc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1,training
4358,Cc1c(C)c2c3c(ccc2c2ccccc12)C(O)C(O)C1OC31,1,training
4359,COC(=O)C(N)Cc1ccc(Cl)cc1,0,training
4360,c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)[C@H]1N[C@@H]21,1,training
4361,COc1cc2c(c(OC)c1CO)C(=O)c1ccccc1C2=O,0,training
4362,Cc1nc2ccc3ccc4ccc(O)cc4c3c2n1C,1,training
4364,CC(C)COS(C)(=O)=O,1,training
4367,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1,training
4369,CCCCN(CC(CO)OCc1ccccc1)N=O,1,training
4371,O=c1c(O)c(O)c1=O,0,training
4372,C[C@]12CC[C@H]3[C@@H](CC=C4NC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1,training
4373,[O-][n+]1ccc(NO)c2ccccc21,1,training
4374,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,training
4375,CCOC(=O)C(C#N)c1snc2c([N+](=O)[O-])cccc12,1,training
4376,O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,training
4377,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1ccccc12,1,training
4378,N#Cc1c(Cl)cccc1Cl,0,training
4379,Cn1c(N)nc2cc3ccccc3cc21,1,training
4380,CC(=O)Nc1ccc2c3c(cccc13)-c1ccc(O)cc1-2,1,training
4381,CC(C)OC(=O)CC(=O)OC(C)C,0,training
4382,Oc1cc(O)ncn1,0,training
4383,Cc1ccccc1N=Nc1ccc(N)c(C)c1N,1,training
4384,NS(=O)(=O)c1cccc2cccnc12,0,training
4385,OCc1ccc(C(F)(F)F)cc1,0,training
4386,Clc1cc(Cl)c(Cl)c(Cl)c1,0,training
4387,Sc1[nH]cnc2ncnc1-2,1,training
4388,Cc1cccc2c1cc(C)c1c3c(ccc12)C(O)C(O)C1OC31,1,training
4389,COC(=O)c1ccc(C(=O)OC)cc1,0,training
4390,NNc1nncc2ncccc12,1,training
4391,O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21,0,training
4393,Cc1c(N)cccc1Cl,0,training
4394,CCCC(C)=O,0,training
4395,Cc1c2cc(CO)ccc2nc2c1ccc1ccccc12,1,training
4397,C/C=C/c1ccc2c(c1)OCO2,0,training
4398,CC1=CC[C@H]2C[C@@H]1C2(C)C,0,training
4400,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0,training
4401,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0,training
4402,CN1CCN=N1,1,training
4403,COCCCN,0,training
4404,Clc1ccc2ccccc2n1,0,training
4406,CCCC(=O)Nc1snc2ccccc12,0,training
4407,C=C(C)[C@@H]1CC=C(C)CC1,0,training
4408,CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c1ccccc1,1,training
4409,O=C(O)COc1ccc2ccccc2c1,0,training
4410,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,1,training
4411,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0,training
4412,Nc1ccc2cccnc2c1,1,training
4413,N/C(=N\O)c1ccc([N+](=O)[O-])o1,1,training
4414,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,1,training
4415,BrCc1ccc2c(c1)-c1cccc3cccc-2c13,1,training
4416,CCCBr,0,training
4417,O=C1NCCN1c1ncc([N+](=O)[O-])s1,1,training
4418,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,0,training
4419,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0,training
4420,NCCO,0,training
4421,CCCCCCCCCCCCCCCCN,0,training
4422,ONc1ccccc1-c1ccccc1,1,training
4423,COc1cc2nc3cc(N)ccc3nc2cc1N,1,training
4424,Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,1,training
4425,ONc1ncnc2c1ncn2Cc1ccccc1,1,training
4426,Nc1nc2c(ccc3ncccc32)s1,1,training
4427,CC(C)(C)c1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,training
4428,OC1c2ccc3nc4c(ccc5ccccc54)cc3c2C2OC2C1O,0,training
4429,COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,1,training
4430,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0,training
4431,Cc1ccc2ccc3c4ccccc4ccc3c2c1,1,training
4432,OC1c2ccc3cccnc3c2C2OC2C1O,1,training
4433,C1CN1c1nc(N2CC2)nc(N2CC2)n1,1,training
4434,CCCCCCC(=O)O,0,training
4435,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,1,training
4436,OC1=C(O)C23CCCCC2(O3)c2cc3ccc4ccccc4c3nc21,0,training
4438,CCN(CC)c1ccc(N=O)c(O)c1,0,training
4439,CN1CCC=C2c3nc(N)sc3CCC21,1,training
4440,CC1(N)CCC(C(C)(C)N)CC1,0,training
4442,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,training
4443,CN(C)CCNC(=O)c1cccc2nc3ccccc3cc12,1,training
4446,NC1(C(=O)O)CCCC1,0,training
4447,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1,training
4448,O=c1c2cccc3ccc4cccc1c4c32,1,training
4449,COc1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,1,training
4450,C=C1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C(C)C1C)C23,0,training
4451,Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1,0,training
4452,O=C(CBr)c1ccc(Br)cc1,0,training
4453,CCCC(=O)Nc1snc2ccc(C)cc12,0,training
4456,CCc1cc(Cc2cc(C)c(N)c(CC)c2)cc(C)c1N,0,training
4457,C=CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,1,training
4459,O=C(CCl)Nc1snc2ccccc12,1,training
4460,CN(C)CCCl,1,training
4461,O=[N+]([O-])c1ccc2c(c1)Cc1cccc(O)c1-2,1,training
4462,O=C(c1ccccc1)N(O)c1ccc2c(c1)Cc1ccccc1-2,1,training
4463,OCCOCCO,0,training
4464,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0,training
4466,CC1(O)CC2CCC1(C)C2(C)C,0,training
4467,Cc1cnc2ccc3c(nc(NS(=O)(=O)O)n3C)c2n1,0,training
4468,C=CC(=O)OCCOCCOC(=O)C=C,0,training
4469,OCCCc1ccccc1,0,training
4470,OCc1ccc2c3c(cccc13)-c1ccccc1-2,0,training
4471,CCC(C)C1NC(=O)C(C(C)=O)=C1O,0,training
4472,Cc1cc2cccc3ccc4cc5ccccc5c1c4c32,1,training
4473,CCCN(CCC)C(=O)SCC,0,training
4474,CN(N=O)C(N)=O,1,training
4476,C[C@@H]1CNC[C@@H](C)O1,1,training
4478,Cc1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1,1,training
4479,ClCc1ccc(Cl)cc1,0,training
4480,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,0,training
4481,CC[C@H](CO)NCCN[C@H](CC)CO,0,training
4482,Cc1cc(N=Nc2ccccc2C)c(N)cc1N,1,training
4484,CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,1,training
4485,O=C(c1ccccc1)n1ncc(Cl)c(Cl)c1=O,0,training
4487,C=CCc1ccc(OC)c(OC)c1,0,training
4488,Nc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,1,training
4489,c1ccc2c(c1)Cc1ccccc1-2,0,training
4490,COc1cc(OC)c2cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c3c2c1)OCO4,0,training
4492,C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1O,0,training
4494,Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1,0,training
4495,ClCCNCCCNc1c2ccccc2nc2ccccc12,1,training
4497,CSCC(NC(=O)C(C)(C)SC)C(=O)O,0,training
4501,CCC(C)OS(C)(=O)=O,1,training
4502,ClSC(Cl)(Cl)Cl,1,training
4503,c1ccc(-c2ccncc2)nc1,1,training
4505,Cc1ccc(C(C)(C)C)cc1,0,training
4506,Cc1nn(C)c(NC(=O)CNCCCN2CCCC[C@H]2C)c1C(=O)c1ccccc1F,1,training
4507,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,0,training
4509,CN1CC(CBr)CC2c3cccc4[nH]cc(c34)CC21,1,training
4510,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc([N-][N+]#N)cc12,1,training
4511,C[C@@H](O)c1cc2ccc3cccc4ccc(c1)c2c34,1,training
4512,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0,training
4513,CC(=O)CCl,0,training
4514,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0,training
4516,O=C1OCC(CBr)=C1Br,1,training
4517,ONc1cnc2c(c1)nc1ccccn12,1,training
4518,C=CC(C)C#N,0,training
4519,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,1,training
4522,O=S(=O)(O)c1ccc(N=Nc2ccc(O)c3ccccc23)cc1,0,training
4524,CC(C)(C)OC(=O)N/N=C/C1=CN(O)c2ccccc2N1O,1,training
4525,N/C(=N\O)c1ccc(O)c(O)c1,1,training
4526,O=C1c2ccccc2C(=O)c2c1ccc1nc3c(ccc4c(O)c5ccccc5c(O)c43)nc21,0,training
4527,CC(=O)Nc1ccc(C)c(N)c1,1,training
4528,c1cnc2c(c1)CCC1OC21,0,training
4529,CCOP(=S)(OCC(C)C)SCCl,0,training
4530,O=C(O)CNCP(=O)(O)O,0,training
4532,Cc1ccc(C(=O)O)cc1,0,training
4533,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,1,training
4534,ClCCC(Br)CBr,0,training
4535,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,0,training
4536,COC(=O)/C(=C/c1ccc(Br)o1)[N+](=O)[O-],0,training
4538,CN(C)CCN1C=CN(C)C1/C=N/O,0,training
4539,ClC[C@H](Cl)CBr,1,training
4541,O=Cc1ccccc1Cl,0,training
4542,CCCCCCCCCCCCN(C)N=O,1,training
4543,CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1,0,training
4544,ClC[C@H]1CO1,1,training
4545,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,0,training
4546,COCC1CN(c2ccc3nc(C(O)CCC#N)sc3c2)C(=O)O1,0,training
4547,C=C(Cl)C(=O)OC,1,training
4548,CNC(=O)ON(C(=O)NC)C(=O)NC,0,training
4549,COc1cc(O)c2c(O)c3c(=O)oc(C)cc3c(OC)c2c1,1,training
4552,CCCCOCCO,0,training
4554,O=S(=O)(O)c1c(N=Nc2c(O)ccc3ccccc23)ccc2ccccc12,0,training
4555,O=C(O)c1cccc2cccnc12,0,training
4556,COc1ccc2c(OC)c3c(nc2c1OC)OCC3,1,training
4557,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0,training
4558,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,0,training
4559,CC(=O)Nc1ccc2c3c(cccc13)-c1cc(O)ccc1-2,1,training
4560,Nc1nc(-c2ccc([N+](=O)[O-])s2)cs1,1,training
4561,COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)OC2=O,1,training
4562,CCCCN(CCCC)N=O,1,training
4563,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC1(OCCOC)OCC(OCCOC)C1OCCOC,0,training
4564,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,1,training
4566,CCc1ccc(C)cc1,0,training
4568,Fc1ccc2ccc3cccnc3c2c1,1,training
4569,OC1C=Cc2c(ccc3c4c(ccc23)CCC4)C1O,1,training
4570,C#CCc1ccc(COC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)o1,1,training
4571,N#[N+][N-]CC(O)Cn1cnc2c(Cl)nc(N)nc21,1,training
4572,Oc1cc(O)c2ccccc2n1,1,training
4573,Cc1ccc2c(c1)nc(N)n2C,1,training
4575,O=C(O)CBr,1,training
4576,O=S(=O)(Nc1cc(Cl)cc(Cl)c1)c1cccc2cccnc12,0,training
4577,CN(C)C(=O)Cl,1,training
4578,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0,training
4579,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,training
4580,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1,training
4581,[O-][n+]1cc2ccccc2cn1,0,training
4582,CCC(Br)(CC)C(=O)NC(N)=O,0,training
4584,CC(=O)Nc1ccc([C@H]2O[C@H]2C(=O)c2ccccc2)cc1,1,training
4585,CCN(CCCO)N=O,1,training
4586,N#[N+][N-]CC(O)Cn1ccc(N)nc1=O,1,training
4587,C=Cc1ccc(C)cc1,0,training
4588,CC(=O)OC1C2CC(C)(C)CC2=C(C=O)C2(C=O)CC12C,0,training
4589,Nc1ccc2nc3ccc(N)cc3nc2c1,1,training
4590,Cc1ccc2c(c1)[C@H](C)c1ccccc1-2,1,training
4592,O=C(Nc1cccc([N+](=O)[O-])c1)c1csc([N+](=O)[O-])c1,1,training
4593,C=C(C)C(=O)OCCC,0,training
4594,Oc1cccc2c1ccc1nc3ccc4ccccc4c3cc12,0,training
4595,CCCC[C@@H](CC)COP(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,0,training
4596,CCC(C)(C)c1ccc(O)cc1,0,training
4597,ClC(Cl)=C(Cl)Cl,0,training
4598,NC(Cn1ccnc1)C(=O)O,1,training
4601,Cc1c2ccccc2cc2ccccc12,1,training
4602,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0,training
4604,c1cc2cc3c4c(ccc5cc6c(c1CCC6)c2c54)CCC3,1,training
4605,O=C(NCCCl)Nc1ncc([N+](=O)[O-])s1,1,training
4606,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1,0,training
4607,CCc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,1,training
4608,O=C(Cl)c1ccccc1C(=O)Cl,1,training
4609,CCc1cccc2cccnc12,1,training
4610,Nc1ccc2cc3ccc(N)cc3nc2c1,1,training
4612,COc1c2ccoc2nc2c(O)cccc12,1,training
4613,OC1C=CC=CC1O,1,training
4614,CC(C)(c1ccccc1)c1ccc(O)cc1,0,training
4615,Oc1c(I)cc(Cl)c2cccnc12,0,training
4616,Fc1cccc(F)n1,0,training
4617,Cc1nccc2c1[nH]c1cc(O)ccc12,1,training
4618,Cc1cc(O)ccc1Cl,0,training
4619,Oc1ccc(-c2ccc(O)cc2)cc1,0,training
4620,c1ccc(-c2ccccc2OCC2CO2)cc1,1,training
4621,OCc1ccc(Br)cc1,0,training
4623,COC(=O)CNC(=O)C(CSCCCl)NC(=O)CCC(N)C(=O)O,1,training
4624,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,1,training
4625,Cc1nc2ccc3ccc4ccc(O)cc4c3c2o1,1,training
4626,O=Nc1ccc(Sc2ccccc2)cc1,1,training
4627,c1ccc2cc3cc4ccccc4cc3cc2c1,1,training
4628,OCC(CO)(CO)CO,0,training
4629,CC(C)CC(C)O,0,training
4630,Cc1cc(C)c(CN2C3c4ccccc4-c4ccccc4C32)c(C)c1,1,training
4631,Cc1c([N+](=O)[O-])cc(C)c2c1c1ccccc1n2C,1,training
4633,CCCOO,1,training
4634,COc1c2ccoc2nc2c(OC)c(OCC3OC3(C)C)ccc12,0,training
4635,CN(CCCCO)N=O,1,training
4637,Cc1ccc(C(C)C)c(O)c1,0,training
4638,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,0,training
4639,CNc1ccc(N=Nc2ccc3ncsc3c2)cc1,1,training
4643,Cc1nccnc1C,0,training
4644,CNc1ccccc1N,1,training
4647,CCOC(=O)CNC(=O)CBr,0,training
4648,Cc1cccc(O)c1C,0,training
4649,CC[C@H](O)CN,0,training
4650,Clc1ccc(CC2CO2)cc1,1,training
4651,COC(=O)CC(C)=O,0,training
4652,CCN1CCN=N1,1,training
4653,N#[N+]c1cccc2c1C(=O)c1ccccc1C2=O,1,training
4655,O=C(O)CCCOc1ccc(Cl)cc1Cl,0,training
4656,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,training
4657,C=C1C(=O)OC2CC3(C)C(CCC(C)=O)C3CC12,0,training
4658,CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,0,training
4659,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,1,training
4660,Nc1ccc(S(N)(=O)=O)cc1,0,training
4661,Nc1ccccn1,0,training
4662,CCc1cccc(C)c1N,1,training
4664,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2,1,training
4665,CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,1,training
4666,CCN(N=O)c1ccccc1,0,training
4668,NC(CCC(=O)NC(CSCCCl)NC(=O)CC(=O)O)C(=O)O,1,training
4670,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0,training
4671,CC(=O)OCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1,training
4672,CC(=O)Nc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,0,training
4674,CC(=O)OC1(C(C)=O)CCC2C3C4CC4(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0,training
4675,O=S(=O)(O)OCc1cc2ccccc2c2ccc3ccccc3c12,1,training
4676,COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1,1,training
4677,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0,training
4678,NC(=O)N(CCCC(=O)O)N=O,1,training
4679,c1ccc2sncc2c1,0,training
4681,CN1CC[C@@H](CN2c3ccccc3Sc3ccccc32)C1,0,training
4682,Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
4683,CCCCN(CC(C)=O)N=O,1,training
4684,NCC(=O)O,0,training
4685,CCCCCCCCCCCC(C)=O,0,training
4686,OC1C=Cc2c(ccc3cc4c5c(ccc4cc23)C(O)C(O)C=C5)C1O,0,training
4687,COC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,training
4689,CC1=NN(c2ccccc2)C(=O)C1,0,training
4690,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)c(C(=O)O)c3c(=O)ccn1c23,1,training
4691,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0,training
4693,CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,1,training
4694,Cc1ccc(N)cc1N=[N+]([O-])c1cc(N)ccc1C,1,training
4695,C1=CCCCC1,0,training
4696,CC1(C(=O)NCc2ccccc2)CO1,1,training
4697,Fc1ccc2c3c(cccc13)-c1ccc3ccccc3c1-2,1,training
4698,CC(=O)CC(=O)Nc1ccc(C)cc1,0,training
4700,C[C@H]1C[C@@H](OC(=O)c2ccccc2O)CC(C)(C)C1,0,training
4701,C=CCOC(=O)C=C,0,training
4702,O=C(Cl)c1ccccc1F,1,training
4703,Nc1ccc2c(no[n+]2[O-])n1,1,training
4704,O=[N+]([O-])c1cccc(CO/N=C/c2nc3cc([N+](=O)[O-])ccc3n2Cc2ccc(F)cc2)c1,0,training
4705,Cc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,0,training
4706,CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,0,training
4707,CC(C)Nc1cccc2c1C(=O)c1ccccc1C2=O,1,training
4708,CN(C)C=O,0,training
4710,COC(=O)c1oc(NOC(C)=O)c(-c2ccccc2)c1-c1ccccc1,0,training
4712,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,1,training
4715,C=C(C)c1ccccc1,0,training
4716,Cc1ncc([N+](=O)[O-])n1CC(=O)O,1,training
4717,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,training
4718,C=C(C)C(=O)OCCCC,0,training
4719,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,0,training
4721,O=C1O[C@@H](O)C(C(Cl)Cl)=C1Cl,1,training
4722,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,0,training
4723,CC1(C)C2CCC1(C)C(O)C2,0,training
4725,CCN(CCCl)c1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,0,training
4726,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(C)C3OC3OC1(C)O2,0,training
