,Name,smiles,aqsoldb_A
1874,"5-(2-methylundecan-2-yldisulfanyl)-3H-1,3,4-thiadiazole-2-thione",CCCCCCCCCC(C)(C)SSC1=NNC(=S)S1,-3.9885639112
1780,4-chlorobenzaldehyde,Clc1ccc(C=O)cc1,-2.18082599415
604,1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,CC(=C)C1CCC(=CC1)C,-3.652825388666667
2078,"N',N''''-hexane-1,6-diylbis(1-cyanoguanidine)",NC(NC#N)=NCCCCCCN=C(N)NC#N,-4.57148624655
916,2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methyloxirane,CC1CO1,-4.3744000378
2221,Nonadecanoic acid,CCCCCCCCCCCCCCCCCCC(O)=O,-3.775990335
1712,4-[(4-amino-3-chlorophenyl)methyl]-2-chloroaniline,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-4.2868907228
1088,"2-butyl-4,4,6-trimethyl-1,3-dioxane",CCCCC1OC(C)CC(C)(C)O1,-2.4532973596
2177,N-[3-(morpholin-4-yl)propyl]naphthalen-1-amine,C(CNc1cccc2ccccc12)CN3CCOCC3,-2.702803349
1356,"2-{2-[(8E)-heptadec-8-en-1-yl]-4,5-dihydro-1H-imidazol-1-yl}ethan-1-ol",CCCCCCCC\C=C/CCCCCCCC1=NCCN1CCO,-3.695315761
821,"2,6,10-trimethylundec-9-enal",CC(CCCC(C)C=O)CCC=C(C)C,-5.496890424
2818,octadecan-1-amine,CCCCCCCCCCCCCCCCCCN,-3.25538923716
1000,"2-[(allyloxy)methyl]-2-methylbutane-1,1-diol",CCC(CO)(CO)COCC=C,-0.1997551773
1405,"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C)(C)C1,-1.0202648428
18,"(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexyl acetate",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,-3.9751165598
1860,"4-{2-[(2E)-5-[bis(propan-2-yl)amino]-3-methyl-2,3-dihydro-1,3,4-thiadiazol-2-ylidene]hydrazin-1-ylidene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium methyl sulfate",CO[S]([O-])(=O)=O,-1.2596984381
2248,Solvent orange 60,O=C1N2c3cccc4cccc(N=C2c5ccccc15)c34,-7.255740326
1718,"4-[(4-hydroxy-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]phenyl methanesulfonate",C[S](=O)(=O)Oc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1,-6.2142279845
2138,"N-(3-chloro-4-{4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-amido}phenyl)-4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-carboxamide",Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)c(Cl)c4)c1,-7.8692982631
1613,"3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)-2-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]butanamide",CC(=O)C(N=Nc1ccccc1C(F)(F)F)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.455526833
1697,4-(vinyloxy)butan-1-ol,OCCCCOC=C,-0.18999534
1980,7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,-3.0453554133
1557,3-hydroxy-4-[(E)-2-(2-methyl-4-nitrophenyl)diazen-1-yl]-N-(2-methylphenyl)naphthalene-2-carboxamide,Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4C)[N+]([O-])=O)/C2=O,-7.9811476568
2782,methyl pentanoate,CCCCC(=O)OC,-1.520988559
1427,"3,7-dimethyloct-6-en-1-ol",C[C@@H](CCO)CCC=C(C)C,-2.7117430179
1987,"7-hydroxy-3,7-dimethyloctanal; 1H-indole",CC(CCCC(C)(C)O)CC=O,-4.9224509398
360,"1,3-dihydro-2-benzofuran-1,3-dione",O=C1OC(=O)c2ccccc12,-1.2327997366666665
2890,prop-1-en-2-ylbenzene,CC(=C)c1ccccc1,-2.801658305366667
2127,N-(2-chlorophenyl)-3-oxobutanamide,CC(=O)CC(=O)Nc1ccccc1Cl,-2.398186851766667
1161,2-ethyloxirane,CCC1CO1,0.10743814016666668
1807,4-isopropylbenzonitrile,CC(C)c1ccc(cc1)C#N,-2.9887953027
1642,"4,4'-diaminobiphenyl-2,2'-disulfonic acid",Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-2.6578343397
344,"1,3-bis[(12-hydroxyoctadecanoyl)oxy]propan-2-yl 12-hydroxyoctadecanoate",CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC,-7.2739258556
986,"2-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)butanamide",CC(=O)C(N=Nc1ccc(Cl)cc1[N+]([O-])=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.4737798767
2786,methylcyclohexane,CC1CCCCC1,-3.8459348013
2817,octadecafluorooctane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.6415256675
1587,3-methylbut-2-en-1-ol,CC(C)=CCO,-0.128994642
2664,hexadecyldimethylamine,CCCCCCCCCCCCCCCCN(C)C,-3.5854881238
1431,"3,7-dimethyloct-6-en-1-yl formate",CC(CCOC=O)CCC=C(C)C,-4.0559608323
2245,"Propylidynetrimethanol, ethoxylated, esters with acrylic acid",CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C,-2.687445856
85,(2R)-2-hydroxy-N-(2-hydroxyethyl)propanamide,CC(O)C(=O)NCCO,1.3070323786
2102,"N,N-dimethylaniline",CN(C)c1ccccc1,-1.9631670755
668,1H-pyrazole,[nH]1cccn1,1.2878896498
1014,2-[2-(2-{[3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propanoyl]oxy}ethoxy)ethoxy]ethyl 3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propanoate,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(c2)C(C)(C)C)cc(c1O)C(C)(C)C,-6.25994827115
128,(3-isocyanatopropyl)trimethoxysilane,CO[Si](CCCN=C=O)(OC)OC,-3.2569810012
1957,6-aminonaphthalene-2-sulfonic acid,Nc1ccc2cc(ccc2c1)[S](O)(=O)=O,-3.2696160575
1210,2-methoxy-4-nitroaniline,COc1cc(ccc1N)[N+]([O-])=O,-3.2045127381
891,2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,-1.3645681178
2525,dimethyl 2-acetylsuccinate,COC(=O)CC(C(C)=O)C(=O)OC,-0.5248348408
307,"1,2-dichloroethane",ClCCCl,-1.0744048049
383,"1,3-xylene; 1,4-diethylcyclohexane; 8,15-diethylhexacosane; anthracene; naphthalene; tetradecahydroanthracene; triacontane",CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-6.00231043205
2172,N-[3-(diethylamino)phenyl]acetamide,CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306
1309,2-oxopentanedioic acid,OC(=O)CCC(=O)C(O)=O,0.6148800726
426,"1,4-dioxacyclohexadecane-5,16-dione",O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
494,"1-(methylamino)-9,10-dihydroanthracene-9,10-dione",CNc1cccc2C(=O)c3ccccc3C(=O)c12,-6.33382818
2885,phthalonitrile,N#Cc1ccccc1C#N,-2.4094905711333334
2474,"decane-1,10-diamine",NCCCCCCCCCCN,1.527701003
2236,"Paraffin waxes and Hydrocarbon waxes, chloro",CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,-7.9735405917
2129,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)ethanediamide,CCOc1ccccc1NC(=O)C(=O)Nc2ccccc2CC,-6.0175466725
1364,"2-{[2-(acetyloxy)ethyl]({4-[(E)-2-(2-chloro-4,6-dinitrophenyl)diazen-1-yl]-5-acetamido-2-methoxyphenyl})amino}ethyl acetate",COc1cc(N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,-6.755613115599999
275,"1,2,3-tributyl 2-hydroxypropane-1,2,3-tricarboxylate",CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,-3.5452709716
489,1-(chloromethyl)-4-[4-(chloromethyl)phenyl]benzene,ClCc1ccc(cc1)c2ccc(CCl)cc2,-10.098913562
1271,2-methylpentanedinitrile,CC(CCC#N)C#N,-0.3155007402
690,"2,2,2-trichloroacetaldehyde",ClC(Cl)(Cl)C=O,0.5296375478500001
1381,"3,3,3-tribromo-2,2-dimethylpropan-1-ol",OCC(CBr)(CBr)CBr,-2.2261095189
1208,2-methoxy-4-(prop-2-en-1-yl)phenyl acetate,COc1cc(CC=C)ccc1OC(C)=O,-2.7015911491
2527,dimethyl 2-nitroterephthalate,COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,-2.8359048818
2244,Prokan,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,-5.5668107327
2118,N-(1-cyanoethyl)formamide,CC(NC=O)C#N,1.0083088579
1058,2-amino-5-methylbenzene-1-sulfonic acid,Cc1ccc(N)c(c1)[S](O)(=O)=O,-1.4942009905
118,"(2S,5R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O,-1.9440451079
1024,2-[3-(4-propylheptyl)morpholin-4-yl]ethan-1-ol hydrochloride,CCCC(CCC)CCCC1COCCN1CCO,0.9642581623
2397,butan-1-ol,CCCCO,-0.04012207713333333
281,"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,-3.3236309198500003
2330,benzenesulfonyl chloride,Cl[S](=O)(=O)c1ccccc1,-1.88532188
2376,bis(9E)-octadec-9-en-1-yl phosphonate,CCCCCCCC/C=C/CCCCCCCCO[P+](=O)OCCCCCCCC\C=C\CCCCCCCC,-9.5344195865
968,2-[(4-amino-2-nitrophenyl)amino]ethan-1-ol,Nc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.1910899756
2697,iodomethane,CI,-1.0744947289666669
2460,cyclohexyl(phenyl)methanone,O=C(C1CCCCC1)c2ccccc2,-4.0147097346
1681,4-(4-hydroxybenzenesulfonyl)phenol,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,-2.3570247849
2030,"Butene, homopolymer (products derived from either/or But-1-ene/But-2-ene)",CCC=C,-4.6698435423
304,"1,2-dichloro-4-nitrobenzene",[O-][N+](=O)c1ccc(Cl)c(Cl)c1,-3.2005181203
2233,O~15~-acetylretinoic acid,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-7.5165300857
1426,"3,7-dimethylnona-1,6-dien-3-ol",CC/C(C)=C/CCC(C)(O)C=C,-2.409128664
2986,"tricyclo[2.2.2.2~1,4~]decane-2,5-diyldimethanol",OCC1CCC2C3CC(CC3CO)C12,-1.2515054899
2901,propan-2-yl (9Z)-octadec-9-enoate,CCCCCCCC\C=C/CCCCCCCC(=O)OC(C)C,-6.3351890163
1453,3-(2-hydroxyethyl)-p-phenylenediammonium sulphate,CC(O)c1cc(N)ccc1N,-0.6856367901
575,1-dodecylpyrrolidin-2-one,CCCCCCCCCCCCN1CCCC1=O,-3.6903674805
2091,"N,N-bis(carboxymethyl)-L-glutamic acid",OC(=O)CCC(N(CC(O)=O)CC(O)=O)C(O)=O,0.1227643209
2619,ethyl 3-phenylacrylate,CCOC(=O)\C=C\c1ccccc1,-3.0130467638
2671,hexanal; pentanal; propanedial,CCCCCC=O,-5.4122219139
1779,4-chloroaniline,Nc1ccc(Cl)cc1,-1.6001314455333333
1450,"3-(2-chloroethyl)quinazoline-2,4(1H,3H)-dione",ClCCN1C(=O)Nc2ccccc2C1=O,-3.5747994393
843,"2,6-dimethyloctan-2-ol",CCC(C)CCCC(C)(C)O,-2.7493446847
1784,4-cyanophenyl acetate,CC(=O)Oc1ccc(cc1)C#N,-1.7990172934
269,"1,2,3,4,5-pentabromo-6-pentabromophenoxybenzene",Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-9.9818960396
629,"1-{bis[4-(diethylamino)phenyl]methyl}naphthalene-2,7-disulfonic acid",CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,-0.6984761494
1033,"2-[7-(diethylamino)-2-oxo-2H-chromen-3-yl]-1,3-benzoxazole-5-sulfonamide",CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.8310984133
286,"1,2-Benzenedicarboxylic acid, benzyl C7-9-branched and linear alkyl esters",CCCCCCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,-8.77651387195
2250,"Sorbitan monolaurate, ethoxylated",CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,-6.4172025632
300,"1,2-dibutyl benzene-1,2-dicarboxylate",CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.38957154855
1419,"3,6,9-triethyl-3,6,9-trimethyl-1,2,4,5,7,8-hexaoxonane",CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,-4.3048554438
2694,icosan-1-ol,CCCCCCCCCCCCCCCCCCCCO,-5.4750243489
2164,"N-(carboxymethyl)-3-(dodecanoylamino)-N,N-dimethylpropan-1-aminium hydroxide",CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,-3.1367509984
65,(2E)-3-phenylprop-2-enal,O=C/C=C/c1ccccc1,-1.9505458005999998
2259,Vat brown 3,O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9,-5.647161854
890,2-(4-hydroxyphenyl)acetic acid,OC(=O)Cc1ccc(O)cc1,-0.44048417666666667
1564,3-hydroxy-N-(4-methoxyphenyl)-2-naphthamide,COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.2632246549
1850,4-tert-butylbenzoic acid,CC(C)(C)c1ccc(cc1)C(O)=O,-2.8441334159666667
1813,4-methoxybenzaldehyde,COc1ccc(C=O)cc1,-1.83298765
1509,"3-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-2-methyl-1H,9H-pyrazolo[3,2-b]quinazolin-9-one",CC\1=NN2C(=O)c3ccccc3N=C2C1=N/Nc4ccc(Cl)cc4[N+]([O-])=O,-7.5829344883
230,"1,1,1,2,2-pentafluoroethane",FC(F)C(F)(F)F,-1.4528999058999998
503,1-Isopropyl-2-methoxy-4-methylcyclohexane,COC1CC(C)CCC1C(C)C,-3.9301744515
2970,thiolane,C1CCSC1,-1.1819174748
2804,nonanoic acid,CCCCCCCCC(O)=O,-2.7221977641
1517,"3-[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1-[({[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]carbamoyl}amino)methyl]urea",OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,0.4108359648
1378,"3,3'-[(2-chloro-5-methyl-p-phenylene)bis[imino(1-acetyl-2-oxoethylene)azo]]bis[4-chloro-N-[2-(4-chlorophenoxy)-5-(trifluoromethyl)phenyl]benzamide]",CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(ccc2Oc3ccc(Cl)cc3)C(F)(F)F)C(=O)Nc4cc(Cl)c(NC(=O)C(N=Nc5cc(ccc5Cl)C(=O)Nc6cc(ccc6Oc7ccc(Cl)cc7)C(F)(F)F)C(C)=O)cc4C,-7.6916832495
1004,2-[(prop-2-en-1-yloxy)methyl]oxirane,C=CCOCC1CO1,0.069215915
836,"2,6-dimethyl naphthalene-2,6-dicarboxylate",COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,-6.2566019152
2400,butane,CCCC,-3.09347250185
374,"1,3-dioxepane",C1CCOCOC1,0.4393724128
1317,"2-phenyl-4,5-dihydro-1H-imidazole; benzene-1,2,4,5-tetracarboxylic acid",OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-2.1253109845
2149,"N-(4-chloro-2,5-dimethoxyphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide",COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(OC)c(Cl)cc4OC)C(=O)Nc5ccccc5,-7.8465603387
2797,nitroethane,CC[N+]([O-])=O,-0.1942078226
2296,acetonitrile,CC#N,1.3866551008
2110,"N,N-dimethylnonanamide",CCCCCCCCC(=O)N(C)C,-2.1440495587
751,"2,3-Dihydroxypropyl docosanoate",CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,-6.9187336597
99,(2S)-2-amino-3-hydroxypropanoic acid,NC(CO)C(O)=O,0.239830357
1805,4-hydroxybutyl prop-2-enoate,OCCCCOC(=O)C=C,0.8411251015
866,2-(2-methylpropoxy)naphthalene,CC(C)COc1ccc2ccccc2c1,-4.0439611763
910,2-(butan-2-yl)phenol,CCC(C)c1ccccc1O,-2.0123777929
2510,diethyl sulfate,CCO[S](=O)(=O)OCC,-1.3429497185
529,1-[4-(4-hydroxyphenyl)piperazin-1-yl]ethan-1-one,CC(=O)N1CCN(CC1)c2ccc(O)cc2,-1.817914488
636,"11,17,21-trihydroxypregn-4-ene-3,20-dione",C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,-3.1121092438
185,"(E)-1,2-dichloroethene",Cl\C=C\Cl,-1.1871803857
2281,[2-(cyclohexyloxy)ethyl]benzene,C1CCC(CC1)OCCc2ccccc2,-2.4180900548
1475,"3-(aminomethyl)-3,5,5-trimethylcyclohexan-1-amine",Cc1ccc(cc1)[S](O)(=O)=O,0.1572981869
931,2-(phenylamino)ethan-1-ol,OCCNc1ccccc1,-0.4400677875
1451,3-(2-chlorophenyl)-3-oxopropanenitrile,Clc1ccccc1C(=O)CC#N,-2.1751395948
2942,"tert-butyl 3,5,5-trimethylhexaneperoxoate",CC(CC(=O)OOC(C)(C)C)CC(C)(C)C,-4.2100961015
1467,3-(4-fluorophenyl)-1-(4-sulfamoylphenyl)thiourea,N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,-2.9899599684
2442,cyclododecane,C1CCCCCCCCCCC1,-5.6240860517
2107,"N,N-dimethyldodecanamide",CCCCCCCCCCCC(=O)N(C)C,-3.9093070505
607,1-methyl-4-(propan-2-ylidene)cyclohex-1-ene,CC(C)=C1CCC(=CC1)C,-4.38181489865
1412,"3,5-dimethyl-1H-pyrazole",Cc1[nH]nc(C)c1,-0.521976386
151,"(4-methoxy-2,2-dimethyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3]dioxol-6-yl)methyl 4-methylbenzenesulfonate",COC1OC(CO[S](=O)(=O)c2ccc(C)cc2)C3OC(C)(C)OC13,-4.1564425332
1351,2-tert-butylcyclohexyl ethyl carbonate,CCOC(=O)OC1CCCCC1C(C)(C)C,-4.3211402828
2181,N-butylbenzenesulfonamide,CCCCN[S](=O)(=O)c1ccccc1,-3.2202924403999997
731,"2,2-dimethyl-3-(3-methylphenyl)propan-1-ol",Cc1cccc(CC(C)(C)CO)c1,-2.8265354685
1407,"3,5,5-trimethylhexanal",CC(CC=O)CC(C)(C)C,-2.8832325385999997
1677,4-(3-Chloropropyl)morpholine,ClCCCN1CCOCC1,0.786089298
2778,methyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OC,-8.9978390846
23,"(1S,2R,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0Â²,?.0Â¹Â¹,Â¹?]heptadec-6-en-5-one",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-5.0780248931
1741,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-2.8754060069
158,"(4-tert-butyl-3-hydroxy-2,6-dimethylphenyl)acetonitrile",Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,-4.2579024627
861,2-(2-hydroxyethoxy)ethan-1-ol,OCCOCCO,0.9741986662
902,2-(7-ethyl-1H-indol-3-yl)ethan-1-ol,CCc1cccc2c(CCO)c[nH]c12,-1.9153264103
1503,"3-[(2E)-dodec-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-dodec-2-en-1-yl]oxolane-2,5-dione",CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449
1230,2-methyl-4-nitroaniline,Cc1cc(ccc1N)[N+]([O-])=O,-3.0361524841
2609,ethyl 2-methylpropanoate,CCOC(=O)C(C)C,-1.2554968887
444,"1,6-dimethyl hexanedioate",COC(=O)CCCCC(=O)OC,-1.0824811154666667
2989,"triethoxy(2,4,4-trimethylpentyl)silane",CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,-6.4416841407
754,"2,3-dibutyl 1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-7.5095589026
923,"2-(diphenyl-1,3,5-triazin-2-yl)-5-(hexyloxy)phenol",CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,-9.1518109699
3024,"tris(oxiran-2-ylmethyl) benzene-1,2,4-tricarboxylate",O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,-2.7622964758
2602,ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCC,-3.423291255
311,"1,2-diethyl benzene-1,2-dicarboxylate",CCOC(=O)c1ccccc1C(=O)OCC,-2.3859602673499998
548,"1-chloro-1,1-difluoroethane",CC(F)(F)Cl,-1.78970363625
2032,C.i. Pigment Red 179,CN1C(=O)c2ccc3c4ccc5C(=O)N(C)C(=O)c6ccc(c7ccc(C1=O)c2c37)c4c56,-7.7185099927
1885,"5-[(E)-2-(6-methyl-2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)diazen-1-yl]-1,3-diazinane-2,4,6-trione",CC1=CC2=NC(=O)N=C2C=C1NNC3C(=O)NC(=O)NC3=O,-6.4891402338
306,"1,2-dichlorobenzene",Clc1ccccc1Cl,-3.0525777320266667
287,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,-6.9803914698
694,"2,2,3,3,4,4,5,5-octafluoropentyl 2-methylprop-2-enoate",CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-4.0481253615999995
308,"1,2-dichloropropane",CC(Cl)CCl,-1.6137675798
2658,hexadecanoic acid; octadecanoic acid,CCCCCCCCCCCCCCCCC(O)=O,-3.733128222
749,"2,3,5-trimethylphenol",Cc1cc(C)c(C)c(O)c1,-2.2522030039
1507,"3-[(4-hydroxy-3-methoxyphenyl)methyl]pentane-2,4-dione",COc1cc(CC(C(C)=O)C(C)=O)ccc1O,-1.7863659491
2874,pentyl formate,CCCCCOC=O,-1.6020599913
2845,oxalonitrile,NCCN,-0.7921027377
908,"2-(butan-2-yl)-4,6-dinitrophenol",CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-4.0095322608
1964,6-chlorohexan-1-ol,OCCCCCCCl,-1.0824421952
2421,butylbenzene,CCC(C)c1ccccc1,-3.7597375162571427
1480,3-(diethylamino)phenol,CCN(CC)c1cccc(O)c1,-2.0266461056000002
2538,dioctylstannanone,CCCCCCCC[Sn](=O)CCCCCCCC,-6.92718482235
970,2-[(4-methyl-2-nitrophenyl)amino]ethan-1-ol,Cc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.7474051676
13,(1R)-1-phenylethan-1-amine,CC(N)c1ccccc1,-0.4813817083
873,2-(2-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}ethoxy)ethyl 2-methylprop-2-enoate,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,-1.9005552518
808,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,0.7490240663
2892,prop-2-en-1-ol,OCC=C,-1.1305581521
514,1-[(2-tert-butylcyclohexyl)oxy]butan-2-ol,CCC(O)COC1CCCCC1C(C)(C)C,-3.698734262
2873,"pentane-2,4-dione",CC(=O)CC(C)=O,0.16748365129999998
409,"1,4-dibutyl benzene-1,4-dicarboxylate",CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.698789508660001
2186,"N-ethyl-4'-{[4-(ethylamino)-2-methylphenyl][4-(ethylimino)-3-methylcyclohexa-2,5-dien-1-ylidene]methyl}-3-methylbiphenyl-2-amine acetate",CCNc1ccc(cc1C)C(c2ccc(NCC)c(C)c2)=C3C=CC(=NCC)C(=C3)C,-1.0232212865
2705,isoquinoline,c1ccc2cnccc2c1,-1.4606197634
1376,2H-chromen-2-one,O=C1Oc2ccccc2C=C1,-1.8860303607
1721,"4-[(E)-2-(2,3-dichlorophenyl)diazen-1-yl]-N-(5-{4-[(E)-2-(2,3-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-amido}naphthalen-1-yl)-3-hydroxynaphthalene-2-carboxamide",Clc1cccc(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cccc5c(NC(=O)C6=Cc7ccccc7C(=N/Nc8cccc(Cl)c8Cl)\C6=O)cccc45)c1Cl,-9.227651248
1411,"3,5-dimethyl-1,2-dioxolane-3,5-diol",CC1(O)CC(C)(O)OO1,0.5714408419
1491,"3-({3-carboxy-1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2-carbonyloxy}carbonyl)-1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2-carboxylic acid",ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl,-4.021154584
382,"1,3-xylene",Cc1cccc(C)c1,-2.811543236366667
2548,ditolyl ether,Cc1ccccc1Oc2ccccc2C,-4.8470078686499996
2226,"O,O,S-tris(4-aminophenyl) thiophosphate",Nc1ccc(O[P](=S)(Oc2ccc(N)cc2)Oc3ccc(N)cc3)cc1,-5.3094071365
1395,"3,4,9,10-Perylenetetracarboxylic diimide",O=C1NC(=O)c2ccc3c4ccc5C(=O)NC(=O)c6ccc(c7ccc1c2c37)c4c56,-7.591458634
