,Name,SMILES,Solubility
1446,"3-(1,3-benzothiazol-2-yl)-7-(diethylamino)-2-oxo-2H-chromene-4-carbonitrile",CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1,-8.0974343241
1447,"3-(1-ethoxyethoxy)-3,7-dimethylocta-1,6-diene",CCOC(C)OC(C)(CCC=C(C)C)C=C,-3.9764017843
1448,"3-(2,3-dihydroxypropoxy)propane-1,2-diol",OCC(O)COCC(O)CO,0.7794395395
1449,"3-(2-chloroethyl)-2-methyl-4H,6H,7H,8H,9H-pyrido[1,2-a]pyrimidin-4-one hydrochloride",Cl,0.57976692
1450,"3-(2-chloroethyl)quinazoline-2,4(1H,3H)-dione",ClCCN1C(=O)Nc2ccccc2C1=O,-3.5747994393
1451,3-(2-chlorophenyl)-3-oxopropanenitrile,Clc1ccccc1C(=O)CC#N,-2.1751395948
1452,"3-(2-hydroxyethyl)-1,2,3,4-tetrahydroquinazoline-2,4-dione",OCCN1C(=O)Nc2ccccc2C1=O,-3.1128936428
1453,3-(2-hydroxyethyl)-p-phenylenediammonium sulphate,CC(O)c1cc(N)ccc1N,-0.6856367901
1454,"3-(2H-1,3-benzodioxol-5-yl)-2-methylpropanal",CC(Cc1ccc2OCOc2c1)C=O,-2.3134381403
1455,"3-(3,4-Dimethoxyphenyl)propanenitrile",COc1ccc(CCC#N)cc1OC,-1.9013447833
1456,"3-(3,5-di-tert-butyl-4-hydroxyphenyl)-N'-[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoyl]propanehydrazide",CC(C)(C)c1cc(CCC(=O)NNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-6.3930830322
1457,"3-(3,5-di-tert-butyl-4-hydroxyphenyl)-N-octadecylpropanamide",CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.724189002
1458,"3-(3,5-di-tert-butyl-4-hydroxyphenyl)-N-{6-[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanamido]hexyl}propanamide",CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-6.8041135239
1459,3-(3-aminobenzenesulfonyl)aniline,Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,-3.5118956043
1460,"3-(3-carbamoyl-6-hydroxy-4-methyl-2-oxo-1,2-dihydropyridin-1-yl)propanoic acid",CC1=C(C(N)=O)C(=O)N(CCC(O)=O)C(=C1)O,-1.6024488726
1461,"3-(3-cyano-6-hydroxy-4-methyl-2-oxo-1,2-dihydropyridin-1-yl)propanoic acid",CC1=C(C#N)C(=O)N(CCC(O)=O)C(=C1)O,-1.4436540676
1462,3-(3-ethylcyclopentyl)propanoic acid,CCC1CCC(CCC(O)=O)C1,-3.286116314
1463,"3-(3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzene-1-sulfonic acid",CC1=NN(C(=O)C1)c2cccc(c2)[S](O)(=O)=O,-1.7718215434
1464,3-(3-propan-2-ylphenyl)butanal,CC(C)c1cccc(c1)C(C)CC=O,-3.6773468456
1465,"3-(4-chlorophenoxy)propane-1,2-diol",OCC(O)COc1ccc(Cl)cc1,1.4313479676
1466,"3-(4-ethylphenyl)-2,2-dimethylpropanenitrile",CCc1ccc(CC(C)(C)C#N)cc1,-3.3513392636
1467,3-(4-fluorophenyl)-1-(4-sulfamoylphenyl)thiourea,N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,-2.9899599684
1468,3-(4-isopropylphenyl)-2-methylpropanal,CC(C)c1ccc(cc1)C(C)CC=O,-3.4598629014
1469,3-(4-methoxyphenyl)-2-methylpropanal,COc1ccc(CC(C)C=O)cc1,-2.24666187
1470,3-(4-tert-butylphenyl)-2-methylpropanal,CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.7244327739500003
1471,3-(4-tert-butylphenyl)propanal,CC(C)(C)c1ccc(CCC=O)cc1,-3.1588329057
1472,"3-(5-chloro-1,3-benzoxazol-2-yl)-7-(diethylamino)-2H-chromen-2-one",CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(Cl)cc4n3,-7.4876332175
1473,"3-(5-imino-3-methyl-4,5-dihydro-1H-pyrazol-1-yl)benzene-1-sulfonic acid",CC1=NN(C(=N)C1)c2cccc(c2)[S](O)(=O)=O,-1.1387882185
1474,"3-(Diethylamino)-7-oxo-7H-(1)benzopyrano(3',2':3,4)pyrido(1,2-a)benzimidazole-6-carbonitrile",CCN(CC)c1ccc2C=C3C(=C(C#N)C(=O)n4c5ccccc5nc34)Oc2c1,-7.2023327624
1475,"3-(aminomethyl)-3,5,5-trimethylcyclohexan-1-amine",Cc1ccc(cc1)[S](O)(=O)=O,0.1572981869
1476,"3-(aminomethyl)-3,5,5-trimethylcyclohexan-1-ol",CC1(C)CC(O)CC(C)(CN)C1,0.488999371
1477,3-(aminomethyl)heptane,CCCCC(CC)CN,-1.7129025583333333
1478,3-(chloromethyl)heptane,CCCCC(CC)CCl,-4.6808820955
1479,3-(cyclohexylamino)propane-1-sulfonic acid,O[S](=O)(=O)CCCNC1CCCCC1,-3.0802067631
1480,3-(diethylamino)phenol,CCN(CC)c1cccc(O)c1,-2.0266461056000002
1481,3-(dimethylamino)propan-1-ol,CN(C)CCCO,0.9864676175
1482,3-(dodecyldimethylazaniumyl)-2-hydroxypropane-1-sulfonate,CCCCCCCCCCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O,0.2865181043
1483,"3-(heptanoyloxy)-2,2-bis[(heptanoyloxy)methyl]propyl heptanoate",CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,-7.0680633512
1484,3-(methoxycarbonyl)-5-nitrobenzoic acid,COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,-2.0737299237
1485,3-(morpholin-4-yl)propane-1-sulfonic acid,[O-][S](=O)(=O)CCC[NH+]1CCOCC1,0.4557825074
1486,"3-(oleoyloxy)-2,2-bis[(oleoyloxy)methyl]propyl octadec-9-enoate (non-preferred name)",CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,-7.3780194092
1487,"3-(oxiran-2-ylmethoxy)-N,N-bis(oxiran-2-ylmethyl)aniline",C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4,-2.1925611892
1488,3-(trifluoromethyl)aniline,Nc1cccc(c1)C(F)(F)F,-1.5347054137666667
1489,3-(trimethoxysilyl)propyl 2-methylprop-2-enoate,CO[Si](CCCOC(=O)C(C)=C)(OC)OC,-2.463580400866667
1490,3-(trimethoxysilyl)propyl prop-2-enoate,CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
1491,"3-({3-carboxy-1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2-carbonyloxy}carbonyl)-1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2-carboxylic acid",ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl,-4.021154584
1492,"3-({9,10-dioxo-4-[(2,4,6-trimethyl-3-sulfophenyl)amino]-9,10-dihydroanthracen-1-yl}amino)-2,4,6-trimethylbenzene-1-sulfonic acid; hexane-1,6-diamine",Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S](O)(=O)=O,-2.8206093768
1493,3-({[({[(2-ethylhexyl)oxy]carbonyl}peroxy)carbonyl]oxy}methyl)heptane,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429
1494,3-Nitrophthalonitrile,[O-][N+](=O)c1cccc(C#N)c1C#N,-2.9373448418
1495,"3-[(1R,3R)-3-[(dimethylcarbamoylamino)methyl]-3,5,5-trimethylcyclohexyl]-1,1-dimethylurea",CN(C)C(=O)NC[C@@]1(C)C[C@@H](CC(C)(C)C1)NC(=O)N(C)C,-1.8938187529
1496,3-[(2-carboxyethyl)sulfanyl]propanoic acid,OC(=O)CCSCCC(O)=O,-0.7991431977
1497,"3-[(2-ethylhexanoyl)oxy]-2,2-bis({[(2-ethylhexanoyl)oxy]methyl})propyl 2-ethylhexanoate",CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,-9.2047594175
1498,"3-[(2-ethylhexanoyl)oxy]-2,2-dimethylpropyl 2-ethylhexanoate",CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,-6.2863773281
1499,3-[(2-ethylhexyl)oxy]propan-1-amine,CCCCC(CC)COCCCN,-1.096509119
1500,"3-[(2-ethylhexyl)oxy]propane-1,2-diol",CCCCC(CC)COCC(O)CO,-2.0550171187
1501,3-[(2-hydroxyethyl)amino]propanamide,NC(=O)CCNCCO,-0.1211098882
1502,"3-[(2-isopropyl-5-methylcyclohexyl)oxy]propane-1,2-diol",CC(C)C1CCC(C)CC1OCC(O)CO,-2.0063585886
1503,"3-[(2E)-dodec-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-dodec-2-en-1-yl]oxolane-2,5-dione",CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449
1504,"3-[(2E)-oct-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-oct-2-en-1-yl]oxolane-2,5-dione",CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535152
1505,"3-[(3-methylnonadecanoyl)oxy]-2,2-bis({[(3-methylnonadecanoyl)oxy]methyl})propyl 3-methylnonadecanoate",CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C,-7.3809427734
1506,"3-[(3-sulfanylpropanoyl)oxy]-2,2-bis({[(3-sulfanylpropanoyl)oxy]methyl})propyl 3-sulfanylpropanoate",SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.121981721266667
1507,"3-[(4-hydroxy-3-methoxyphenyl)methyl]pentane-2,4-dione",COc1cc(CC(C(C)=O)C(C)=O)ccc1O,-1.7863659491
1508,"3-[(7Z)-pentadec-7-en-1-yl]phenol; 3-[(7Z,10Z)-pentadeca-7,10,14-trien-1-yl]phenol; 3-[(7Z,10Z)-pentadeca-7,10-dien-1-yl]phenol; 3-pentadecylphenol",CCCCCCCCCCCCCCCc1cccc(O)c1,-6.35331894995
1509,"3-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-2-methyl-1H,9H-pyrazolo[3,2-b]quinazolin-9-one",CC\1=NN2C(=O)c3ccccc3N=C2C1=N/Nc4ccc(Cl)cc4[N+]([O-])=O,-7.5829344883
1510,"3-[(E)-4-[[5,6-di(phenyl)-1,2,4-triazin-3-yl]sulfanyl]but-2-enyl]sulfanyl-5,6-di(phenyl)-1,2,4-triazine",C(Sc1nnc(c2ccccc2)c(n1)c3ccccc3)\C=C\CSc4nnc(c5ccccc5)c(n4)c6ccccc6,-7.0251255547
1511,3-[1-hydroxy-2-(methylamino)ethyl]phenol hydrochloride,Cl,-0.308924931
1512,"3-[2,2-dimethyl-3-(3-prop-2-enoyloxypropoxy)propoxy]propyl prop-2-enoate",CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C,-3.0495421403
1513,3-[2-(ethylamino)-1-hydroxyethyl]phenol,CCNCC(O)c1cccc(O)c1,-3.4541026398
1514,"3-[2-(hexadecyloxy)phenyl]-3-oxo-N-(4-phenyl-1,3-thiazol-2-yl)propanamide",CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc2scc(n2)c3ccccc3,-4.8472795348
1515,3-[3-(9-methyldecoxy)propylamino]propanenitrile,CC(C)CCCCCCCCOCCCNCCC#N,-3.6184664922
1516,3-[3-(benzotriazol-2-yl)-5-tert-butyl-4-hydroxyphenyl]propanoic acid,CC(C)(C)c1cc(CCC(O)=O)cc(n2nc3ccccc3n2)c1O,-5.53070544
1517,"3-[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1-[({[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]carbamoyl}amino)methyl]urea",OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,0.4108359648
1518,3-[4-(propan-2-yl)phenyl]propanal,CC(C)c1ccc(CCC=O)cc1,-3.3026567859
1519,3-[[2-(2-cyanoethoxy)ethyl][4-[(4-nitrophenyl)azo]phenyl]amino]propiononitrile,[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOCCC#N)CCC#N,-4.5937500267
1520,3-[[2-(acetyloxy)ethyl][4-[(4-nitrophenyl)azo]phenyl]amino]propiononitrile,CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-4.2803415835
1521,"3-[[4-[(2,6-dibromo-4-nitrophenyl)azo]phenyl]ethylamino]propiononitrile",CCN(CCC#N)c1ccc(cc1)N=Nc2c(Br)cc(cc2Br)[N+]([O-])=O,-4.3812486892
1522,3-[[4-[(2-chloro-4-nitrophenyl)azo]phenyl]ethylamino]propiononitrile,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-4.2526115544
1523,3-[ethyl[4-[(4-nitrophenyl)azo]phenyl]amino]propiononitrile,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-7.2086509282
1524,3-[hydroxy(phenyl)phosphoryl]propanoic acid,OC(=O)CC[P](O)(=O)c1ccccc1,-0.8249045749666667
1525,"3-acetyl-6-methyl-3,4-dihydro-2H-pyran-2,4-dione",CC(=O)C1C(=O)OC(=CC1=O)C,-2.5267217017
1526,3-acetyloxolan-2-one,CC(=O)C1CCOC1=O,0.3975093207
1527,3-amino-2-chloro-6-methylphenol,Cc1ccc(N)c(Cl)c1O,-1.4815528695
1528,3-amino-2-hydroxy-5-nitrobenzene-1-sulfonic acid,Nc1cc(cc(c1O)[S](O)(=O)=O)[N+]([O-])=O,-1.7662055678
1529,3-amino-2-hydroxy-5-nitrobenzoic acid,Nc1cc(cc(C(O)=O)c1O)[N+]([O-])=O,-2.4907790333
1530,3-amino-4-chlorobenzamide,NC(=O)c1ccc(Cl)c(N)c1,-1.976703976
1531,3-amino-4-hydroxybenzene-1-sulfonic acid,Nc1cc(ccc1O)[S](O)(=O)=O,-1.8297447369
1532,3-amino-4-methoxy-N-phenylbenzamide,COc1ccc(cc1N)C(=O)Nc2ccccc2,-3.86580004
1533,3-amino-4-methoxybenzenesulfonic acid,COc1ccc(cc1N)[S](O)(=O)=O,-1.4427346799
1534,3-amino-4-methylbenzamide,Cc1ccc(cc1N)C(N)=O,-0.5767319197
1535,3-aminobenzene-1-sulfonic acid,Nc1cccc(c1)[S](O)(=O)=O,-1.0080814136
1536,3-aminobenzenesulfonic acid,Nc1cccc(c1)[S](O)(=O)=O,-1.13377282775
1537,3-aminophenol,Nc1cccc(O)c1,-0.627355824275
1538,"3-aminopropane-1,2-diol",NCC(O)CO,1.0404339534
1539,3-aminopyrazine-2-carboxylic acid,Nc1nccnc1C(O)=O,-1.7631595965
1540,3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazole-5-carboxylic acid,OC(=O)c1cc(Br)nn1c2ncccc2Cl,-0.5714617963285714
1541,3-chloro-2-methylaniline,Cc1c(N)cccc1Cl,-1.8244600635000001
1542,3-chloro-4-[(3-fluorophenyl)methoxy]aniline,Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,-4.6932923336
1543,3-chloro-4-methylaniline,Cc1ccc(N)cc1Cl,-1.7404733791
1544,3-chloroaniline,Nc1cccc(Cl)c1,-1.3402334325999998
1545,"3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)hexane",CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-7.3909979983500005
1546,"3-ethoxy-1,1,5-trimethylcyclohexane",CCOC1CC(C)CC(C)(C)C1,-4.1342944341
1547,3-ethoxy-4-hydroxybenzaldehyde,CCOc1cc(C=O)ccc1O,-1.7672607301999999
1548,"3-ethyl 5-methyl 4-(2-chlorophenyl)-1,4-dihydro-2-[2-(1,3-dihydro-1,3-dioxo-(2H)isoindol-2-yl)-ethoxymethyl]-6-methyl-3,5-pyridinedicarboxylate",CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(=C(C1c4ccccc4Cl)C(=O)OC)C,-4.5011269518
1549,"3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate",CC(C)(CO)COC(=O)C(C)(C)CO,0.10564132483333333
1550,"3-hydroxy-2,2-dimethylpropyl heptanoate",CCCCCCC(O)=O,-6.6708690081
1551,3-hydroxy-2-(3-hydroxyquinolin-2-yl)-1H-inden-1-one,OC1=Cc2ccccc2NC1=C3C(=O)c4ccccc4C3=O,-7.0463600735
1552,3-hydroxy-2-(hydroxymethyl)-2-methylpropanal,CC(CO)(CO)C=O,0.9289333763
1553,3-hydroxy-2-(hydroxymethyl)-2-{[(9Z)-octadec-9-enoyloxy]methyl}propyl (9Z)-octadec-9-enoate,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,-7.1238862525
1554,3-hydroxy-2-naphthoic acid,OC(=O)c1cc2ccccc2cc1O,-2.2745780799
1555,"3-hydroxy-4,4-dimethyldihydrofuran-2(3H)-one",CC1(C)COC(=O)C1O,0.75185647625
1556,3-hydroxy-4-[(2-methyl-5-nitrophenyl)diazenyl]-N-phenyl-2-naphthamide,Cc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)[N+]([O-])=O,-7.5579677799
1557,3-hydroxy-4-[(E)-2-(2-methyl-4-nitrophenyl)diazen-1-yl]-N-(2-methylphenyl)naphthalene-2-carboxamide,Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4C)[N+]([O-])=O)/C2=O,-7.9811476568
1558,"3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)naphthalene-2-carboxamide",COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)C(=O)Nc6ccccc6,-8.4790833317
1559,"3-hydroxy-4-[(E)-2-[2-methoxy-5-methyl-4-(methylsulfamoyl)phenyl]diazen-1-yl]-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)naphthalene-2-carboxamide",CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1C,-8.2171679788
1560,3-hydroxy-4-methoxybenzaldehyde,COc1ccc(C=O)cc1O,-1.8262432451
1561,"3-hydroxy-N-(2-methylphenyl)-4-[(E)-2-(2,4,5-trichlorophenyl)diazen-1-yl]naphthalene-2-carboxamide",Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)c(Cl)cc4Cl)\C2=O,-7.69430966
1562,3-hydroxy-N-(2-methylphenyl)naphthalene-2-carboxamide,Cc1ccccc1NC(=O)c2cc3ccccc3cc2O,-4.6234419541
1563,3-hydroxy-N-(3-nitrophenyl)-2-naphthamide,Oc1cc2ccccc2cc1C(=O)Nc3cccc(c3)[N+]([O-])=O,-6.6438656239
1564,3-hydroxy-N-(4-methoxyphenyl)-2-naphthamide,COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.2632246549
1565,3-hydroxynaphthalene-2-carboxylic acid,OC(=O)c1cc2ccccc2cc1O,-3.4172455835
1566,3-iodoprop-2-yn-1-yl N-butylcarbamate,CCCCNC(=O)OCC#CI,-3.2052189181
1567,3-methoxy-3-methylbutan-1-ol,COC(C)(C)CCO,-0.072529286
1568,3-methoxybutyl acetate,COC(C)CCOC(C)=O,-0.5348223695000001
1569,"3-methoxyestra-2,5(10)-dien-17-ol",COC1=CCC2=C(CC[C@@H]3[C@@H]2CC[C@]4(C)[C@@H](O)CC[C@@H]34)C1,-4.7610719313
1570,"3-methoxyestra-2,5(10)-dien-17-one",COC1=CCC2=C(CCC3C2CCC4(C)C3CCC4=O)C1,-4.9798745042
1571,"3-methyl-1,1-diphenylurea",CNC(=O)N(c1ccccc1)c2ccccc2,-2.9839461582
1572,"3-methyl-1-({3-[(3-methyl-2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)methyl]phenyl}methyl)-2,5-dihydro-1H-pyrrole-2,5-dione",CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,-3.90086787015
1573,"3-methyl-1-vinyl-2,3-dihydro-1H-imidazol-1-ium methyl sulfate",CO[S]([O-])(=O)=O,0.6570840829
1574,3-methyl-1H-pyrazole,Cc1[nH]ncc1,1.0856251051
1575,"3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanoic acid",CC(C)C(N1CCCNC1=O)C(O)=O,-1.1060278859000001
1576,3-methyl-2-[(2E)-pent-2-en-1-yl]cyclopent-2-en-1-one,CC\C=C/CC1=C(C)CCC1=O,-2.0452383746
1577,3-methyl-4-oxobut-2-en-1-yl acetate,CC(=O)OC\C=C(/C)C=O,-0.4607939818
1578,3-methyl-4-phenylbutan-2-ol,CC(O)C(C)Cc1ccccc1,-1.6969729899
1579,3-methyl-4-propan-2-ylphenol,CC(C)c1ccc(O)cc1C,-2.854511354
1580,3-methyl-5-(prop-2-enoyloxy)pentyl prop-2-enoate,CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.6214335505
1581,3-methyl-5-phenylpentan-1-ol,CC(CCO)CCc1ccccc1,-2.6600258381
1582,3-methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,-1.7725870938
1583,3-methyl-7-propan-2-ylbicyclo[2.2.2]oct-3-ene-6-carbaldehyde,CC(C)C1CC2=C(C)CC1C(C2)C=O,-3.8508542835
1584,"3-methyl-N-(3-{3-methyl-N-[2-(3-methyl-N-{2-[2-(2-methylheptadecyl)-4,5-dihydro-1H-imidazol-1-yl]ethyl}octadecanamido)ethyl]octadecanamido}propyl)octadecanamide; 3-methyl-N-(3-{[2-(3-methyl-N-{2-[2-(2-methylheptadecyl)-4,5-dihydro-1H-imidazol-1-yl]ethyl}octadecanamido)ethyl]amino}propyl)octadecanamide; 3-methyl-N-(3-{[2-({2-[2-(2-methylheptadecyl)-4,5-dihydro-1H-imidazol-1-yl]ethyl}amino)ethyl]amino}propyl)octadecanamide; 3-methyl-N-[3-({2-[(2-{[2-(3-methyloctadecanamido)ethyl]amino}ethyl)amino]ethyl}amino)propyl]octadecanamide; 3-methyl-N-{2-[(2-{3-methyl-N-[2-(piperazin-1-yl)ethyl]octadecanamido}ethyl)amino]ethyl}octadecanamide; 3-methyl-N-{2-[2-(2-methylheptadecyl)-4,5-dihydro-1H-imidazol-1-yl]ethyl}-N-[2-(piperazin-1-yl)ethyl]octadecanamide; 3-methyl-N-{3-[(2-{3-methyl-N-[2-({2-[(4-methylnonadec-1-en-2-yl)amino]ethyl}amino)ethyl]octadecanamido}ethyl)amino]propyl}octadecanamide",CCCCCCCCCCCCCCCCCC(O)=O,-4.9604194489
1585,"3-methyl-N-nitro-3,6-dihydro-2H-1,3,5-oxadiazin-4-amine",CN1COCN=C1N[N+]([O-])=O,-1.0013265925
1586,3-methylaniline,Cc1cccc(N)c1,-0.89764237604
1587,3-methylbut-2-en-1-ol,CC(C)=CCO,-0.128994642
1588,3-methylbut-2-en-1-yl acetate,CC(=O)OCC=C(C)C,-1.4743213171
1589,3-methylbut-2-enal,CC(C)=CC=O,0.1165037469
1590,3-methylbut-3-en-1-ol,CC(=C)CCO,0.0190678934
1591,3-methylbutan-1-ol,CC(C)CCO,-0.5187110553
1592,3-methylbutan-2-one,CC(C)C(C)=O,-1.0208314589
1593,3-methylbutanal,CC(C)CC=O,-0.7088980843499999
1594,3-methylbutanoic acid,CC(C)CC(O)=O,-0.3279248515
1595,3-methylbutyl (2E)-3-(4-methoxyphenyl)prop-2-enoate,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104
1596,3-methylbutyl 3-methylbutanoate,CC(C)CCOC(=O)CC(C)C,-3.5540595353
1597,3-methylbutyl butanoate,CCCC(=O)OCCC(C)C,-2.9328521233
1598,3-methylbutyl dodecanoate,CCCCCCCCCCCC(=O)OCCC(C)C,-6.733128222
1599,3-methylbutyl octadec-9-enoate,CCCCCCCC\C=C\CCCCCCCC(=O)OCCC(C)C,-8.0701647483
1600,3-methylbutyl propanoate,CCC(=O)OCCC(C)C,-2.870073641
1601,3-methylcyclopentadecanone,CC1CCCCCCCCCCCCC(=O)C1,-5.7438651202
1602,3-methyloxolane,CC1CCOC1,0.0901312493
1603,3-methylpent-1-yn-3-ol,CCC(C)(O)C#C,0.0167319924
1604,"3-methylpentane-1,5-diol",CC(CCO)CCO,0.927470714
1605,3-methylphenol,Cc1cccc(O)c1,-0.6710458467333332
1606,3-methylphenyl bis(4-methylphenyl) phosphate bis(3-methylphenyl) 4-methylphenyl phosphate tris(3-methylphenyl) phosphate,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-6.1333137842
1607,3-nitro-2H-pyrazole,[O-][N+](=O)c1[nH]ncc1,-1.2854728211
1608,3-nitro-N-phenyl-4-(phenylamino)benzene-1-sulfonamide,[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3,-2.8101032137
1609,3-nitrobenzoic acid,OC(=O)c1cccc(c1)[N+]([O-])=O,-1.6948944964666666
1610,3-octadecyl-1-[4-({4-[(octadecylcarbamoyl)amino]phenyl}methyl)phenyl]urea,CCCCCCCCCCCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCCCCCCCCCCCC)cc2)cc1,-5.9429946413
1611,3-octadecyl-1-{3-[(octadecylcarbamoyl)amino]propyl}urea,CCCCCCCCCCCCCCCCCCNC(=O)NCCCNC(=O)NCCCCCCCCCCCCCCCCCC,-5.8229189425
1612,3-octanoyloxypropyl octanoate,CCCCCCCC(=O)OCCCOC(=O)CCCCCCC,-7.5165261194
1613,"3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)-2-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]butanamide",CC(=O)C(N=Nc1ccccc1C(F)(F)F)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.455526833
1614,"3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)butanamide",CC(=O)CC(=O)Nc1ccc2NC(=O)Nc2c1,-2.522680786
1615,3-oxo-N-[4-(3-oxobutanamido)phenyl]butanamide,CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,-3.025836751
1616,3-oxo-N-phenylbutanamide,CC(=O)CC(=O)Nc1ccccc1,-1.2990810635
1617,3-oxobutanamide,CC(=O)CC(N)=O,0.9952273665
